Date,Price,Open,High,Low,Vol.,Change %
"Nov 25, 2020",0.1552,0.167,0.1753,0.1476,1.62B,-7.05%
"Nov 24, 2020",0.167,0.1693,0.1826,0.1519,2.53B,8.06%
"Nov 23, 2020",0.1545,0.1457,0.1589,0.1414,2.05B,6.10%
"Nov 22, 2020",0.1457,0.1335,0.1533,0.1201,2.69B,9.07%
"Nov 21, 2020",0.1335,0.1184,0.1346,0.1164,1.50B,12.84%
"Nov 20, 2020",0.1183,0.1059,0.1189,0.1056,720.77M,11.77%
"Nov 19, 2020",0.1059,0.1065,0.1081,0.1045,449.27M,-0.61%
"Nov 18, 2020",0.1065,0.1095,0.1115,0.1023,692.60M,-2.72%
"Nov 17, 2020",0.1095,0.1039,0.1122,0.1036,662.41M,5.42%
"Nov 16, 2020",0.1039,0.1006,0.1049,0.0995,342.83M,3.29%
"Nov 15, 2020",0.1006,0.1041,0.1053,0.0986,380.82M,-3.35%
"Nov 14, 2020",0.1041,0.1063,0.1072,0.1015,545.70M,-2.14%
"Nov 13, 2020",0.1063,0.1046,0.108,0.1041,424.38M,1.70%
"Nov 12, 2020",0.1046,0.106,0.1066,0.1026,386.56M,-1.35%
"Nov 11, 2020",0.106,0.106,0.1088,0.1055,424.73M,0.00%
"Nov 10, 2020",0.106,0.1053,0.1091,0.1038,485.03M,0.61%
"Nov 09, 2020",0.1053,0.1066,0.108,0.1014,563.63M,-1.16%
"Nov 08, 2020",0.1066,0.1013,0.1083,0.1,503.32M,5.21%
"Nov 07, 2020",0.1013,0.1091,0.1137,0.0991,1.08B,-7.08%
"Nov 06, 2020",0.109,0.0975,0.11,0.0971,756.24M,11.77%
"Nov 05, 2020",0.0975,0.0954,0.098,0.0921,545.76M,2.20%
"Nov 04, 2020",0.0954,0.0936,0.0962,0.0917,504.11M,1.95%
"Nov 03, 2020",0.0936,0.0923,0.094,0.0882,463.60M,1.46%
"Nov 02, 2020",0.0923,0.0981,0.1,0.0916,479.67M,-5.95%
"Nov 01, 2020",0.0981,0.093,0.0986,0.0926,68.03M,5.51%
"Oct 31, 2020",0.093,0.0933,0.0954,0.0921,402.66M,-0.36%
"Oct 30, 2020",0.0933,0.0954,0.0956,0.0897,573.50M,-2.21%
"Oct 29, 2020",0.0954,0.0987,0.1007,0.0949,519.80M,-3.41%
"Oct 28, 2020",0.0988,0.1026,0.1033,0.0954,559.72M,-3.74%
"Oct 27, 2020",0.1026,0.1031,0.1056,0.1019,399.49M,-0.43%
"Oct 26, 2020",0.1031,0.1064,0.1075,0.0991,455.16M,-3.10%
"Oct 25, 2020",0.1064,0.108,0.1087,0.1061,260.65M,-1.52%
"Oct 24, 2020",0.108,0.1081,0.1098,0.1073,328.29M,-0.07%
"Oct 23, 2020",0.1081,0.1108,0.112,0.1054,385.50M,-2.44%
"Oct 22, 2020",0.1108,0.1059,0.1127,0.1052,517.21M,4.47%
"Oct 21, 2020",0.106,0.1023,0.1085,0.1014,582.73M,3.69%
"Oct 20, 2020",0.1023,0.1086,0.1088,0.1009,635.03M,-5.93%
"Oct 19, 2020",0.1087,0.1073,0.111,0.1061,402.60M,1.27%
"Oct 18, 2020",0.1073,0.1059,0.1076,0.1051,253.57M,1.28%
"Oct 17, 2020",0.106,0.1041,0.1072,0.1032,347.45M,1.90%
"Oct 16, 2020",0.104,0.1066,0.1073,0.1023,73.15M,-2.49%
"Oct 15, 2020",0.1067,0.1071,0.1076,0.1046,449.88M,-0.38%
"Oct 14, 2020",0.1071,0.1093,0.1123,0.1053,675.41M,-2.08%
"Oct 13, 2020",0.1093,0.1095,0.1142,0.1077,864.29M,-0.17%
"Oct 12, 2020",0.1095,0.1065,0.1134,0.1023,817.34M,2.86%
"Oct 11, 2020",0.1065,0.105,0.109,0.1042,636.86M,1.44%
"Oct 10, 2020",0.105,0.1013,0.1111,0.1013,1.01B,3.60%
"Oct 09, 2020",0.1013,0.0962,0.1025,0.0949,610.83M,5.34%
"Oct 08, 2020",0.0962,0.0937,0.0971,0.09,522.49M,2.61%
"Oct 07, 2020",0.0937,0.0929,0.0944,0.0895,415.84M,0.89%
"Oct 06, 2020",0.0929,0.0975,0.0986,0.0915,563.64M,-4.67%
"Oct 05, 2020",0.0975,0.0968,0.0994,0.0959,506.97M,0.67%
"Oct 04, 2020",0.0968,0.0933,0.098,0.0921,403.64M,3.79%
"Oct 03, 2020",0.0933,0.0928,0.0952,0.0922,373.34M,0.53%
"Oct 02, 2020",0.0928,0.098,0.1002,0.0899,794.85M,-5.33%
"Oct 01, 2020",0.098,0.1013,0.1045,0.0951,633.98M,-3.29%
"Sep 30, 2020",0.1013,0.1011,0.1016,0.0968,519.54M,0.26%
"Sep 29, 2020",0.1011,0.1004,0.1035,0.0975,627.55M,0.65%
"Sep 28, 2020",0.1004,0.1013,0.1066,0.1001,788.73M,-0.85%
"Sep 27, 2020",0.1013,0.0955,0.1024,0.0943,716.50M,6.11%
"Sep 26, 2020",0.0955,0.0969,0.0997,0.0924,678.24M,-1.49%
"Sep 25, 2020",0.0969,0.0825,0.0985,0.0824,1.17B,17.40%
"Sep 24, 2020",0.0825,0.0766,0.0837,0.0756,641.68M,7.77%
"Sep 23, 2020",0.0766,0.0815,0.0828,0.0756,493.21M,-5.98%
"Sep 22, 2020",0.0815,0.0797,0.0833,0.0793,527.85M,2.22%
"Sep 21, 2020",0.0797,0.0893,0.0901,0.0775,806.98M,-10.76%
"Sep 20, 2020",0.0893,0.0914,0.0922,0.0876,385.33M,-2.31%
"Sep 19, 2020",0.0914,0.091,0.0931,0.0905,342.09M,0.38%
"Sep 18, 2020",0.0911,0.0941,0.0941,0.0897,234.73M,-3.19%
"Sep 17, 2020",0.0941,0.0914,0.0946,0.0908,539.47M,2.93%
"Sep 16, 2020",0.0914,0.0931,0.0933,0.0897,637.88M,-1.83%
"Sep 15, 2020",0.0931,0.0966,0.0979,0.0929,549.79M,-3.65%
"Sep 14, 2020",0.0966,0.095,0.098,0.0931,552.29M,1.69%
"Sep 13, 2020",0.095,0.0977,0.0997,0.0926,452.10M,-2.70%
"Sep 12, 2020",0.0977,0.0969,0.0984,0.0945,349.31M,0.75%
"Sep 11, 2020",0.0969,0.097,0.0975,0.0931,456.90M,-0.08%
"Sep 10, 2020",0.097,0.0933,0.0994,0.0933,579.55M,3.95%
"Sep 09, 2020",0.0933,0.091,0.0957,0.0893,459.46M,2.53%
"Sep 08, 2020",0.091,0.0936,0.0969,0.0885,725.15M,-2.73%
"Sep 07, 2020",0.0936,0.0926,0.0941,0.0863,689.52M,1.05%
"Sep 06, 2020",0.0926,0.09,0.0956,0.0856,713.37M,2.92%
"Sep 05, 2020",0.09,0.1017,0.1039,0.0862,989.94M,-11.51%
"Sep 04, 2020",0.1017,0.0948,0.1039,0.0928,1.24B,7.26%
"Sep 03, 2020",0.0948,0.1149,0.1169,0.0928,982.10M,-17.54%
"Sep 02, 2020",0.1149,0.1245,0.1264,0.111,692.55M,-7.69%
"Sep 01, 2020",0.1245,0.1225,0.128,0.1191,647.01M,1.68%
"Aug 31, 2020",0.1225,0.1175,0.1266,0.1131,805.51M,4.22%
"Aug 30, 2020",0.1175,0.1162,0.1187,0.1137,438.73M,1.07%
"Aug 29, 2020",0.1163,0.1093,0.1178,0.1082,430.43M,6.37%
"Aug 28, 2020",0.1093,0.1072,0.1113,0.1061,498.13M,1.97%
"Aug 27, 2020",0.1072,0.1144,0.1156,0.1022,734.80M,-6.31%
"Aug 26, 2020",0.1144,0.1124,0.1181,0.1102,601.41M,1.79%
"Aug 25, 2020",0.1124,0.1236,0.1239,0.1055,868.15M,-9.10%
"Aug 24, 2020",0.1236,0.1214,0.1269,0.1201,403.13M,1.85%
"Aug 23, 2020",0.1214,0.1253,0.1259,0.1195,365.80M,-3.09%
"Aug 22, 2020",0.1253,0.1229,0.1262,0.1184,459.12M,1.90%
"Aug 21, 2020",0.1229,0.134,0.1342,0.1215,568.98M,-8.26%
"Aug 20, 2020",0.134,0.1296,0.1344,0.1261,465.46M,3.40%
"Aug 19, 2020",0.1296,0.137,0.1382,0.1266,632.39M,-5.39%
"Aug 18, 2020",0.137,0.1405,0.1439,0.1345,503.01M,-2.50%
"Aug 17, 2020",0.1405,0.1388,0.1447,0.1374,652.12M,1.21%
"Aug 16, 2020",0.1388,0.1384,0.1395,0.135,373.36M,0.29%
"Aug 15, 2020",0.1384,0.1383,0.1416,0.1365,468.83M,0.10%
"Aug 14, 2020",0.1383,0.1394,0.141,0.1375,437.03M,-0.80%
"Aug 13, 2020",0.1394,0.1367,0.1419,0.1322,629.97M,1.99%
"Aug 12, 2020",0.1367,0.1369,0.1378,0.1243,688.90M,-0.14%
"Aug 11, 2020",0.1368,0.1439,0.1444,0.1318,577.55M,-4.87%
"Aug 10, 2020",0.1439,0.1452,0.1465,0.1419,538.55M,-0.91%
"Aug 09, 2020",0.1452,0.1468,0.1522,0.1421,680.86M,-1.09%
"Aug 08, 2020",0.1468,0.1388,0.1475,0.1373,497.23M,5.77%
"Aug 07, 2020",0.1388,0.1443,0.147,0.1333,545.18M,-3.83%
"Aug 06, 2020",0.1443,0.1422,0.1457,0.14,443.60M,1.46%
"Aug 05, 2020",0.1422,0.1433,0.1452,0.1403,460.38M,-0.73%
"Aug 04, 2020",0.1433,0.1372,0.1479,0.1363,677.47M,4.41%
"Aug 03, 2020",0.1372,0.1337,0.1391,0.1322,424.27M,2.61%
"Aug 02, 2020",0.1337,0.1442,0.1482,0.1267,902.03M,-7.24%
"Aug 01, 2020",0.1442,0.1388,0.1466,0.1383,674.87M,3.82%
"Jul 31, 2020",0.1388,0.1405,0.1411,0.1359,416.19M,-1.15%
"Jul 30, 2020",0.1405,0.1392,0.1425,0.137,498.13M,0.89%
"Jul 29, 2020",0.1392,0.1488,0.1497,0.1386,817.30M,-6.43%
"Jul 28, 2020",0.1488,0.1387,0.1507,0.1349,1.18B,7.31%
"Jul 27, 2020",0.1387,0.1482,0.1497,0.1304,1.72B,-6.42%
"Jul 26, 2020",0.1482,0.1435,0.1542,0.1416,1.60B,3.24%
"Jul 25, 2020",0.1435,0.122,0.1456,0.1219,1.37B,17.68%
"Jul 24, 2020",0.122,0.1242,0.1243,0.1208,353.46M,-1.80%
"Jul 23, 2020",0.1242,0.1238,0.126,0.1237,410.78M,0.28%
"Jul 22, 2020",0.1238,0.1231,0.1245,0.1205,352.25M,0.58%
"Jul 21, 2020",0.1231,0.1178,0.1245,0.1169,512.49M,4.56%
"Jul 20, 2020",0.1178,0.124,0.1241,0.1161,438.33M,-4.99%
"Jul 19, 2020",0.1239,0.1227,0.1247,0.1213,376.55M,1.03%
"Jul 18, 2020",0.1227,0.1222,0.1247,0.1183,553.94M,0.36%
"Jul 17, 2020",0.1222,0.126,0.1265,0.1219,579.38M,-2.99%
"Jul 16, 2020",0.126,0.1306,0.133,0.1187,1.12B,-3.52%
"Jul 15, 2020",0.1306,0.1324,0.1327,0.1275,748.53M,-1.37%
"Jul 14, 2020",0.1324,0.1244,0.1348,0.1212,1.16B,6.42%
"Jul 13, 2020",0.1244,0.1269,0.1357,0.1222,1.41B,-1.96%
"Jul 12, 2020",0.1269,0.1252,0.1284,0.1206,887.71M,1.37%
"Jul 11, 2020",0.1252,0.1184,0.127,0.118,972.21M,5.74%
"Jul 10, 2020",0.1184,0.124,0.1242,0.1105,1.47B,-4.52%
"Jul 09, 2020",0.124,0.1299,0.1299,0.1177,1.75B,-4.56%
"Jul 08, 2020",0.1299,0.1177,0.1382,0.115,2.92B,10.43%
"Jul 07, 2020",0.1177,0.1051,0.1189,0.103,1.49B,11.97%
"Jul 06, 2020",0.1051,0.0983,0.1064,0.0973,971.56M,6.94%
"Jul 05, 2020",0.0983,0.1,0.1001,0.0943,828.32M,-1.74%
"Jul 04, 2020",0.1,0.0966,0.1011,0.096,962.94M,3.56%
"Jul 03, 2020",0.0966,0.0929,0.1019,0.0923,1.38B,3.89%
"Jul 02, 2020",0.0929,0.0969,0.0969,0.088,1.40B,-4.03%
"Jul 01, 2020",0.0969,0.083,0.0969,0.0825,1.11B,16.64%
"Jun 30, 2020",0.083,0.0839,0.0847,0.0819,455.05M,-1.02%
"Jun 29, 2020",0.0839,0.0803,0.0844,0.0803,655.43M,4.43%
"Jun 28, 2020",0.0803,0.0774,0.0811,0.0763,487.63M,3.80%
"Jun 27, 2020",0.0774,0.0806,0.081,0.0749,459.37M,-4.03%
"Jun 26, 2020",0.0806,0.0817,0.0818,0.0797,370.20M,-1.25%
"Jun 25, 2020",0.0817,0.0825,0.0835,0.0788,559.70M,-1.08%
"Jun 24, 2020",0.0825,0.0828,0.0871,0.0801,874.13M,-0.28%
"Jun 23, 2020",0.0828,0.0836,0.0844,0.0816,388.38M,-0.96%
"Jun 22, 2020",0.0836,0.0784,0.0839,0.0783,461.60M,6.62%
"Jun 21, 2020",0.0784,0.0795,0.0809,0.0782,328.80M,-1.43%
"Jun 20, 2020",0.0795,0.0799,0.0802,0.0772,371.98M,-0.51%
"Jun 19, 2020",0.0799,0.0818,0.0819,0.0787,551.93M,-2.31%
"Jun 18, 2020",0.0818,0.0835,0.0845,0.0801,650.93M,-1.94%
"Jun 17, 2020",0.0834,0.0792,0.0837,0.0774,857.71M,5.39%
"Jun 16, 2020",0.0792,0.0782,0.0796,0.0768,645.47M,1.21%
"Jun 15, 2020",0.0782,0.0764,0.0798,0.0695,1.11B,2.38%
"Jun 14, 2020",0.0764,0.079,0.0791,0.0758,271.37M,-3.33%
"Jun 13, 2020",0.079,0.0795,0.0796,0.0773,399.50M,-0.54%
"Jun 12, 2020",0.0795,0.0753,0.0808,0.075,674.43M,5.59%
"Jun 11, 2020",0.0753,0.0836,0.085,0.0742,986.23M,-9.93%
"Jun 10, 2020",0.0836,0.0829,0.0839,0.0795,845.30M,0.79%
"Jun 09, 2020",0.0829,0.0864,0.0867,0.0829,417.68M,-4.09%
"Jun 08, 2020",0.0864,0.0865,0.0869,0.0846,433.67M,-0.11%
"Jun 07, 2020",0.0865,0.0862,0.0886,0.0828,848.38M,0.41%
"Jun 06, 2020",0.0862,0.0852,0.0872,0.0849,538.99M,1.17%
"Jun 05, 2020",0.0852,0.0888,0.0891,0.084,1.05B,-4.08%
"Jun 04, 2020",0.0888,0.0855,0.0902,0.084,1.88B,3.86%
"Jun 03, 2020",0.0855,0.0788,0.0857,0.0773,1.63B,8.53%
"Jun 02, 2020",0.0788,0.0809,0.0824,0.0717,1.70B,-2.64%
"Jun 01, 2020",0.0809,0.0742,0.0829,0.0737,2.07B,9.11%
"May 31, 2020",0.0742,0.0769,0.0863,0.0724,2.73B,-3.53%
"May 30, 2020",0.0769,0.0647,0.0774,0.0637,1.72B,18.81%
"May 29, 2020",0.0647,0.065,0.0665,0.0626,1.02B,-0.42%
"May 28, 2020",0.065,0.0551,0.0674,0.0549,1.06B,17.91%
"May 27, 2020",0.0551,0.0535,0.0559,0.053,451.11M,2.92%
"May 26, 2020",0.0535,0.0539,0.0541,0.052,390.24M,-0.65%
"May 25, 2020",0.0539,0.0514,0.0543,0.0511,485.43M,4.75%
"May 24, 2020",0.0514,0.0549,0.0561,0.0514,410.63M,-6.31%
"May 23, 2020",0.0549,0.0557,0.0565,0.0542,358.31M,-1.51%
"May 22, 2020",0.0557,0.0521,0.057,0.0513,612.15M,7.03%
"May 21, 2020",0.0521,0.0569,0.0576,0.0504,710.78M,-8.42%
"May 20, 2020",0.0569,0.0568,0.0576,0.0541,539.81M,0.19%
"May 19, 2020",0.0568,0.0543,0.057,0.0526,520.70M,4.50%
"May 18, 2020",0.0543,0.0513,0.055,0.0511,591.41M,5.92%
"May 17, 2020",0.0513,0.051,0.0522,0.0509,259.51M,0.51%
"May 16, 2020",0.051,0.0503,0.0514,0.0499,337.38M,1.51%
"May 15, 2020",0.0503,0.051,0.0519,0.0498,441.86M,-1.42%
"May 14, 2020",0.051,0.0515,0.052,0.0504,470.38M,-0.99%
"May 13, 2020",0.0515,0.0504,0.0522,0.0496,498.25M,2.14%
"May 12, 2020",0.0504,0.0479,0.051,0.0477,654.24M,5.02%
"May 11, 2020",0.048,0.0476,0.05,0.045,1.02B,0.80%
"May 10, 2020",0.0476,0.0515,0.0516,0.0427,1.16B,-7.49%
"May 09, 2020",0.0515,0.052,0.053,0.0514,457.37M,-0.97%
"May 08, 2020",0.052,0.0512,0.0537,0.0509,606.90M,1.59%
"May 07, 2020",0.0512,0.0489,0.0515,0.0484,491.77M,4.59%
"May 06, 2020",0.0489,0.0495,0.0511,0.0487,426.75M,-1.03%
"May 05, 2020",0.0495,0.0494,0.0505,0.0487,453.11M,0.00%
"May 04, 2020",0.0494,0.049,0.0501,0.0461,748.26M,0.86%
"May 03, 2020",0.049,0.0509,0.0517,0.0477,496.99M,-3.72%
"May 02, 2020",0.0509,0.0509,0.0514,0.0495,411.83M,0.00%
"May 01, 2020",0.0509,0.0476,0.0518,0.0475,630.03M,7.06%
"Apr 30, 2020",0.0476,0.0514,0.0543,0.0471,1.22B,-7.54%
"Apr 29, 2020",0.0514,0.0468,0.052,0.0468,839.19M,9.90%
"Apr 28, 2020",0.0468,0.0465,0.048,0.046,567.45M,0.69%
"Apr 27, 2020",0.0465,0.0459,0.0476,0.0443,756.60M,1.22%
"Apr 26, 2020",0.0459,0.0422,0.0461,0.0419,671.41M,8.75%
"Apr 25, 2020",0.0422,0.0417,0.0436,0.0411,468.58M,1.40%
"Apr 24, 2020",0.0417,0.0408,0.0439,0.0408,845.26M,2.01%
"Apr 23, 2020",0.0408,0.0366,0.0425,0.0365,857.99M,11.49%
"Apr 22, 2020",0.0366,0.0345,0.0367,0.0344,256.43M,6.05%
"Apr 21, 2020",0.0345,0.0339,0.035,0.0338,299.92M,1.73%
"Apr 20, 2020",0.0339,0.0355,0.0366,0.0339,427.11M,-4.40%
"Apr 19, 2020",0.0355,0.0365,0.0367,0.0351,349.28M,-2.79%
"Apr 18, 2020",0.0365,0.0343,0.037,0.0343,312.67M,6.40%
"Apr 17, 2020",0.0343,0.0345,0.0349,0.0341,256.35M,-0.35%
"Apr 16, 2020",0.0345,0.0319,0.035,0.0309,506.50M,8.15%
"Apr 15, 2020",0.0319,0.0331,0.0337,0.0318,228.57M,-3.78%
"Apr 14, 2020",0.0331,0.0331,0.0337,0.0327,245.24M,0.00%
"Apr 13, 2020",0.0331,0.0335,0.0335,0.0319,372.89M,-1.03%
"Apr 12, 2020",0.0335,0.0335,0.0349,0.0329,270.20M,0.00%
"Apr 11, 2020",0.0334,0.0332,0.0341,0.0327,310.11M,0.71%
"Apr 10, 2020",0.0332,0.0361,0.0362,0.0322,491.59M,-7.95%
"Apr 09, 2020",0.0361,0.0364,0.0366,0.0353,306.33M,-0.92%
"Apr 08, 2020",0.0364,0.0353,0.0368,0.0353,436.34M,3.30%
"Apr 07, 2020",0.0353,0.036,0.0369,0.0346,603.01M,-2.05%
"Apr 06, 2020",0.036,0.0319,0.036,0.0319,557.45M,12.87%
"Apr 05, 2020",0.0319,0.0325,0.0325,0.0316,209.56M,-1.77%
"Apr 04, 2020",0.0325,0.0323,0.0326,0.0318,320.80M,0.60%
"Apr 03, 2020",0.0323,0.0319,0.0327,0.0316,371.03M,1.16%
"Apr 02, 2020",0.0319,0.0309,0.0335,0.0308,534.58M,3.13%
"Apr 01, 2020",0.0309,0.0305,0.0309,0.0294,409.24M,1.57%
"Mar 31, 2020",0.0305,0.0297,0.0306,0.0295,307.35M,2.67%
"Mar 30, 2020",0.0297,0.0281,0.0303,0.028,397.03M,5.69%
"Mar 29, 2020",0.0281,0.0297,0.03,0.0281,357.14M,-5.66%
"Mar 28, 2020",0.0297,0.0288,0.03,0.0278,511.50M,3.24%
"Mar 27, 2020",0.0288,0.0308,0.0314,0.0285,465.02M,-6.58%
"Mar 26, 2020",0.0308,0.0295,0.0309,0.0292,394.15M,4.71%
"Mar 25, 2020",0.0295,0.0302,0.0304,0.0288,450.64M,-2.56%
"Mar 24, 2020",0.0302,0.0293,0.0304,0.0288,495.08M,3.34%
"Mar 23, 2020",0.0293,0.027,0.0298,0.0266,606.34M,8.18%
"Mar 22, 2020",0.027,0.0294,0.0304,0.0269,571.39M,-8.17%
"Mar 21, 2020",0.0294,0.0295,0.0306,0.028,651.88M,0.00%
"Mar 20, 2020",0.0295,0.0303,0.0338,0.0268,1.13B,-2.74%
"Mar 19, 2020",0.0303,0.0261,0.0319,0.0258,852.99M,16.22%
"Mar 18, 2020",0.0261,0.0258,0.0265,0.0244,531.44M,0.99%
"Mar 17, 2020",0.0258,0.0242,0.0265,0.0239,686.53M,6.67%
"Mar 16, 2020",0.0242,0.027,0.027,0.0217,1.16B,-10.25%
"Mar 15, 2020",0.027,0.0258,0.0289,0.0255,620.44M,4.65%
"Mar 14, 2020",0.0258,0.0284,0.0289,0.0254,707.87M,-9.24%
"Mar 13, 2020",0.0284,0.0232,0.0293,0.0178,2.57B,22.24%
"Mar 12, 2020",0.0232,0.0397,0.0398,0.0223,2.20B,-41.49%
"Mar 11, 2020",0.0397,0.0414,0.0418,0.0374,604.50M,-4.16%
"Mar 10, 2020",0.0414,0.0416,0.043,0.0404,599.10M,-0.33%
"Mar 09, 2020",0.0416,0.0428,0.0439,0.039,723.82M,-2.91%
"Mar 08, 2020",0.0428,0.0488,0.0488,0.0424,522.11M,-12.25%
"Mar 07, 2020",0.0488,0.0517,0.0518,0.0482,271.38M,-5.73%
"Mar 06, 2020",0.0517,0.0509,0.0517,0.05,293.27M,1.59%
"Mar 05, 2020",0.0509,0.049,0.0523,0.049,417.30M,3.91%
"Mar 04, 2020",0.049,0.0487,0.0503,0.048,390.64M,0.74%
"Mar 03, 2020",0.0487,0.0492,0.0494,0.0475,357.54M,-1.08%
"Mar 02, 2020",0.0492,0.0457,0.0498,0.0455,394.76M,7.63%
"Mar 01, 2020",0.0457,0.0471,0.0483,0.0451,423.08M,-3.02%
"Feb 29, 2020",0.0471,0.0489,0.0499,0.0471,373.80M,-3.64%
"Feb 28, 2020",0.0489,0.0498,0.0513,0.0466,559.79M,-1.80%
"Feb 27, 2020",0.0498,0.0492,0.0521,0.0463,659.39M,1.30%
"Feb 26, 2020",0.0492,0.0561,0.0566,0.0467,974.72M,-12.48%
"Feb 25, 2020",0.0562,0.059,0.0591,0.0561,425.45M,-4.87%
"Feb 24, 2020",0.059,0.0616,0.0618,0.0574,448.74M,-4.17%
"Feb 23, 2020",0.0616,0.0582,0.062,0.0581,362.45M,5.86%
"Feb 22, 2020",0.0582,0.0586,0.0591,0.057,282.13M,-0.61%
"Feb 21, 2020",0.0586,0.0582,0.06,0.0575,409.79M,0.66%
"Feb 20, 2020",0.0582,0.0574,0.0589,0.0553,598.58M,1.32%
"Feb 19, 2020",0.0574,0.0627,0.063,0.0569,555.03M,-8.46%
"Feb 18, 2020",0.0627,0.0602,0.0637,0.0578,720.24M,4.28%
"Feb 17, 2020",0.0602,0.0619,0.0626,0.0558,814.81M,-2.76%
"Feb 16, 2020",0.0619,0.0643,0.0671,0.0569,840.38M,-3.72%
"Feb 15, 2020",0.0643,0.0707,0.0713,0.0625,723.11M,-9.18%
"Feb 14, 2020",0.0707,0.0687,0.0712,0.0672,639.24M,2.97%
"Feb 13, 2020",0.0687,0.0682,0.0722,0.0656,967.17M,0.72%
"Feb 12, 2020",0.0682,0.0634,0.0703,0.0634,790.92M,7.61%
"Feb 11, 2020",0.0634,0.0603,0.0635,0.0589,447.70M,5.16%
"Feb 10, 2020",0.0603,0.0619,0.0621,0.0584,493.35M,-2.57%
"Feb 09, 2020",0.0619,0.06,0.0624,0.06,430.07M,3.03%
"Feb 08, 2020",0.06,0.0599,0.0613,0.0571,462.30M,0.28%
"Feb 07, 2020",0.0599,0.0601,0.0627,0.0595,544.76M,-0.34%
"Feb 06, 2020",0.0601,0.0593,0.0608,0.0581,647.46M,1.30%
"Feb 05, 2020",0.0593,0.056,0.0601,0.0556,610.71M,5.98%
"Feb 04, 2020",0.056,0.057,0.0578,0.056,533.30M,-1.84%
"Feb 03, 2020",0.057,0.0557,0.0578,0.0553,576.94M,2.28%
"Feb 02, 2020",0.0557,0.0561,0.0586,0.055,930.72M,-0.57%
"Feb 01, 2020",0.0561,0.0539,0.0572,0.0532,541.11M,4.11%
"Jan 31, 2020",0.0539,0.0561,0.0567,0.0522,836.73M,-4.10%
"Jan 30, 2020",0.0562,0.0534,0.0572,0.0523,854.49M,5.21%
"Jan 29, 2020",0.0534,0.0529,0.0576,0.0526,1.12B,0.74%
"Jan 28, 2020",0.053,0.0479,0.0546,0.0475,1.32B,10.69%
"Jan 27, 2020",0.0479,0.0447,0.049,0.0441,545.47M,7.18%
"Jan 26, 2020",0.0447,0.0431,0.0447,0.0429,292.98M,3.52%
"Jan 25, 2020",0.0431,0.045,0.0452,0.0429,260.97M,-4.03%
"Jan 24, 2020",0.045,0.0432,0.0453,0.0414,412.83M,4.06%
"Jan 23, 2020",0.0432,0.0457,0.0459,0.0421,379.51M,-5.58%
"Jan 22, 2020",0.0457,0.0461,0.0465,0.0453,328.19M,-0.67%
"Jan 21, 2020",0.0461,0.0438,0.0468,0.0435,512.34M,5.09%
"Jan 20, 2020",0.0438,0.042,0.0443,0.042,355.52M,4.35%
"Jan 19, 2020",0.042,0.0449,0.046,0.0413,492.60M,-6.44%
"Jan 18, 2020",0.0449,0.045,0.0458,0.0432,514.30M,-0.18%
"Jan 17, 2020",0.045,0.0416,0.0459,0.0412,661.37M,8.02%
"Jan 16, 2020",0.0416,0.0428,0.0433,0.0402,429.25M,-2.64%
"Jan 15, 2020",0.0428,0.0417,0.0432,0.0401,771.22M,2.60%
"Jan 14, 2020",0.0417,0.0368,0.0427,0.0368,889.67M,13.15%
"Jan 13, 2020",0.0368,0.0379,0.0379,0.0367,177.96M,-2.71%
"Jan 12, 2020",0.0379,0.0367,0.0379,0.0366,209.27M,3.08%
"Jan 11, 2020",0.0367,0.0369,0.0378,0.0365,255.79M,-0.52%
"Jan 10, 2020",0.0369,0.0362,0.0371,0.0347,341.99M,2.12%
"Jan 09, 2020",0.0362,0.0363,0.0363,0.0355,285.35M,-0.44%
"Jan 08, 2020",0.0363,0.037,0.0387,0.0358,563.23M,-1.96%
"Jan 07, 2020",0.037,0.0373,0.038,0.0364,544.89M,-0.73%
"Jan 06, 2020",0.0373,0.0346,0.0373,0.0344,343.25M,7.79%
"Jan 05, 2020",0.0346,0.0344,0.0353,0.0342,216.71M,0.73%
"Jan 04, 2020",0.0344,0.0341,0.0345,0.0337,358.20M,0.79%
"Jan 03, 2020",0.0341,0.0327,0.0344,0.0324,341.59M,4.32%
"Jan 02, 2020",0.0327,0.0335,0.0335,0.0323,216.63M,-2.33%
"Jan 01, 2020",0.0335,0.0328,0.0338,0.0327,250.86M,1.94%
"Dec 31, 2019",0.0328,0.0334,0.0338,0.0328,283.85M,-1.75%
"Dec 30, 2019",0.0334,0.0341,0.0344,0.0331,226.84M,-2.13%
"Dec 29, 2019",0.0341,0.0337,0.0346,0.0333,262.25M,1.41%
"Dec 28, 2019",0.0337,0.0329,0.0342,0.0328,258.97M,2.33%
"Dec 27, 2019",0.0329,0.0342,0.0344,0.0316,510.62M,-3.68%
"Dec 26, 2019",0.0342,0.0334,0.0349,0.0333,328.87M,2.32%
"Dec 25, 2019",0.0334,0.0339,0.034,0.0329,229.21M,-1.48%
"Dec 24, 2019",0.0339,0.0331,0.0345,0.0328,341.10M,2.28%
"Dec 23, 2019",0.0331,0.0344,0.0345,0.0329,396.35M,-3.66%
"Dec 22, 2019",0.0344,0.033,0.0345,0.033,218.15M,4.04%
"Dec 21, 2019",0.033,0.0339,0.0339,0.0328,169.62M,-2.44%
"Dec 20, 2019",0.0339,0.033,0.0339,0.0326,257.04M,2.57%
